StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q250_First Click,Q250_Last Click,Q250_Page Submit,Q250_Click Count,Qconsent,Qgender,Qbirth,QSEC,QEdu,QPension,Qpartner,Qbirthpartner,Qunderage,Qmotherdied,Qfatherdied,Qadvice,Qplanadvice,Qplan,Qplan_7_TEXT,Qknowmodes_1,Qknowmodes_3,Qknowmodes_4,QdifRVI_RP,QknowAPF_1,QknowAPF_2,QknowAPF_3,QknowAPF_4,QknowAPF_5,QknowAPF_6,QknowCS_3,QknowCS_4,QknowCS_5,QknowCS_6,QknowCS_7,QknowCS_8,QknowCS_9,QknowCS_10,QknowCS_11,QknowCS_12,QknowCS_13,QknowCS_14,QknowCS_15,QknowCS_16,QknowCS_17,Q200_First Click,Q200_Last Click,Q200_Page Submit,Q200_Click Count,Qreadingcomp1,Qreadingcomp2,Qreadingcomp3,Q201_First Click,Q201_Last Click,Q201_Page Submit,Q201_Click Count,Qtime2_First Click,Qtime2_Last Click,Qtime2_Page Submit,Qtime2_Click Count,Qtime3_First Click,Qtime3_Last Click,Qtime3_Page Submit,Qtime3_Click Count,Qtime4_First Click,Qtime4_Last Click,Qtime4_Page Submit,Qtime4_Click Count,Qtime5_First Click,Qtime5_Last Click,Qtime5_Page Submit,Qtime5_Click Count,Qtime6_First Click,Qtime6_Last Click,Qtime6_Page Submit,Qtime6_Click Count,Qthink,Qprofileselect,Qprofileselect_7_TEXT,Qmodeorder_1,Qmodeorder_2,Qmodeorder_3,Qmodeorder_4,QPG,Qt1,QtimeV1_First Click,QtimeV1_Last Click,QtimeV1_Page Submit,QtimeV1_Click Count,Qt2,QtimeV2_First Click,QtimeV2_Last Click,QtimeV2_Page Submit,QtimeV2_Click Count,Qhealth_1,Qhealth_4,Qhealth_5,Qhealth_6,Qhealth_7,Qhealth_8,Q207,Q239,Q208,Q209,Q210,Q211,Q212,Q213,Q214,Q215,Q216,Q217,Q218,Q219,Q220,Q221,Q222,Q223,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233,Q234,Q235,Q236,Q237,Qmath1,Qmath2,Qmath3,Qmath4,Qmath5,Qrisk,Q240,Q241_1,Q241_2,Q241_3,Q241_4,Q241_5,Q241_6,SC0,Potsize,PotsizeK,Drawdown,tic,Q_TotalDuration,genderQ,econQ,mode1Q,mode2Q,pgQ,Treatment1,Treatment2,idQualtrics,genderBlock,incomeBlock,educationBlock,total_reward,risk_q_reward,treat1_reward,treat2_reward,treatment1,treatment2,clickedV1,clickedV2,PC,age_screen,name1,name2,name3,name4,name5,name6,pn1,Pn1,hn1,Hn1,verb1,verb2,verb3,noun1,clicked,pay10,pay11,pay12,pay13,pay14,pay15,pay16,pay17,pay18,pay19,pay110,pay111,pay112,pay113,pay114,pay115,pay21,pay22,pay23,pay24,pay25,pay26,pay27,pay28,pay29,pay210,pay211,pay212,pay213,pay214,treatv1,treatv2,largo1,largo2,Q179 - Topics
06/11/2018 07:35,06/11/2018 08:31,Dirección IP,163.247.79.155,100,3358,Verdadero,06/11/2018 08:31,R_emKl8Iw8dLlZZYt,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1960,nivel4,Universitaria completa,No,Sí,1963,0,71-80,81-90,Sí,Sí,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,,Muy bueno,Bueno,Bueno,"la RV significa que la Aseguradora se hace cargo de la totalidad del saldo  la Cuenta de capitalización ofreciendo un monto superior de pensión, pero en caso de fallecer el jubilado antes de la expectativa de vida, la Aseguradora se queda con la totalidad del saldo a su haber. El RP implica la administración del saldo de la Cuenta de captalización por la AFP, calculando una pensión conforme a la expectativa de vida, de modo que en caso de fallecer antes el jubilado, el saldo queda como herencia para sus deudos.",Lo conozco bien,No lo conozco,No lo conozco,No lo conozco,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Lo conozco bien,Lo conozco bien,No lo conozco,"Ni bien, ni mal",No lo conozco,"Ni bien, ni mal",No lo conozco,Lo conozco bien,"Ni bien, ni mal","Ni bien, ni mal",No lo conozco,"Ni bien, ni mal","2,298","394,742","396,725",62,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual,Si desea contratar Períodos Garantizados",2.72,"47,496","48,844",20,"2,828","52,545","54,827",5,2.78,2.78,"78,627",1,"2,697","2,697","35,401",1,"3,303","3,303","31,345",1,2.76,"2,794","41,797",2,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name4} (Retiro Programado 2),,1,4,3,2,b,Opción 6,3.83,"77,327","79,004",20,Opción 1,38.73,"48,191","49,407",9,De acuerdo,En desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,No sabe / No responde,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mucho mejor que el promedio,De acuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,"10,000",50% probabilidades de ganar  $1.080 and 50% probabilidades de ganar $540,Completamente preparado para tomar riesgos 10,4,8,8,9,7,7,4,50000,50,4,,3358,1,4,1,4,2,,,8294560,,,,7380,1080,100,1200,control,treat1,0,0,,58,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,1200,1200,1500,1400,1200,1200,0,0,0,0,0,0,0,0,0,control,treat1,,,
06/11/2018 07:34,06/11/2018 08:31,Dirección IP,163.247.79.121,100,3435,Verdadero,06/11/2018 08:31,R_Xk5pufCDda3D53r,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1956,nivel4,Universitaria completa,No,Sí,1961,0,71-80,81-90,No,No,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,,Bueno,"Ni bueno, ni malo",Malo,"Renta vitalicia establece un monto fijo fijo de pensión hasta el fallecimiento, generando pensiones de sobrevivencia En retiro programado el monto de la pensión es variable, dependiendo del saldo de fondos en su cuenta de capitalización individual. Genera pensiones de sobrevivencia y si al fallecimiento tiene fondos disponibles estos constituyen herencia   ",Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,"20,028","352,395","354,363",55,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia)",0.038,75.39,"77,743",17,"4,864","6,238","32,417",4,"3,781","4,002","30,104",3,"33,668","34,036","35,978",3,"21,361","21,694","23,976",4,0,0,14.77,0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name5} (Renta Temporal con Renta Vitalicia Diferida de 4 años),,4,3,2,1,b,Opción 2,50.61,"89,031","95,281",16,Opción 2,"40,086",48.95,48.95,6,En desacuerdo,En desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar  $1.080 and 50% probabilidades de ganar $540,4,7,5,2,6,5,4,4,50000,50,4,,3435,1,4,4,3,2,,,7149090,,,,8680,1080,1400,1200,treat1,treat4,0,0,,62,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1400,1200,900,500,100,0,50,0,0,0,0,0,0,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,treat1,treat4,,,
06/11/2018 08:05,06/11/2018 08:32,Dirección IP,163.247.79.121,100,1582,Verdadero,06/11/2018 08:32,R_2E78kiIEkX4VlsM,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1953,nivel4,Universitaria completa,No,Sí,1955,0,Sigue viva,81-90,No,No,Convertir los fondos en una Renta Vitalicia,,Muy bueno,Muy bueno,Muy bueno,riesgo financiero,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,8.92,76.76,"79,976",30,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Su nivel de deuda actual,Si desea contratar Períodos Garantizados","31,364","71,314","87,926",9,0,0,"37,326",0,0,0,"20,601",0,0,0,"23,871",0,0,0,"20,871",0,0,0,"12,844",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name1} (Renta Vitalicia),,4,1,2,3,b,Opción 2,"31,514","31,514","45,187",1,Opción 1,"56,878","65,851","69,321",2,De acuerdo,En desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Dentro de 12 meses,Hoy,,Hoy,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50%probabilidades de ganar  $1.800 and 50% probabilidades de ganar $180,5,5,5,5,5,5,5,4,50000,50,4,,1582,1,4,2,3,2,,,2492053,,,,9400,1800,1400,1200,control,treat4,0,0,,65,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,1500,1200,1400,500,900,100,50,0,0,0,0,0,0,0,0,control,treat4,,,
06/11/2018 07:38,06/11/2018 08:33,Dirección IP,163.247.79.121,100,3312,Verdadero,06/11/2018 08:33,R_3GlW6uCXq42Nne8,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1963,nivel4,Universitaria completa,No,Sí,1963,1,71-80,71-80,No,No,Convertir los fondos en un Retiro Programado,,Bueno,"Ni bueno, ni malo","Ni bueno, ni malo","retiro programado los fondos permanencen en el fondo de pensiones y yo asumo riesgo de que se agoten,con renta vitalicia la cia seguros me asegura una pension",Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",No lo conozco,"Ni bien, ni mal","13,424","216,965","217,948",59,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual,Si desea contratar Períodos Garantizados","18,227",70.78,"73,241",19,"42,397","43,359","64,334",6,0,0,"57,888",0,0,0,"61,817",0,0,0,"31,059",0,0,0,"28,309",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name3} (Retiro Programado 1),,1,4,3,2,a,Opción 1,"46,679","71,299","80,597",4,Opción 1,"28,279","41,034","42,737",11,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,De acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,,,,Mucho mejor que el promedio,En desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50%probabilidades de ganar  $1.800 and 50% probabilidades de ganar $180,3,Averso al riesgo  0,4,4,4,4,4,4,50000,50,4,,3312,1,4,1,4,1,,,2981091,,,,9500,1800,1500,1200,control,treat3,0,0,,55,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,1200,1200,1500,1400,1200,1200,0,0,0,0,0,0,0,0,0,control,treat3,,,
06/11/2018 07:35,06/11/2018 08:35,Dirección IP,163.247.79.121,100,3565,Verdadero,06/11/2018 08:35,R_3j02QCzvhrLGs78,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1962,nivel4,Universitaria completa,No,Sí,1964,1,Sigue viva,61-70,No,No,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,,Muy bueno,Bueno,Bueno,la renta vitalica se contrata con Cia de Seguros a la cual se le transfieren los fondos de la CAI a cambio de una renta estable durante todo el resto de la vida. En el RP los fondos se mantienen en la CAI y en propiedad del afiliado; el monto de la pensión  variará principalmente según rentabilidades y extensión de la vida del afiliado; los recursos que quedan en la CAI al fallecimiento pueden constituir herencia.,Lo conozco bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",No lo conozco,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Lo conozco bien,Lo conozco bien,No lo conozco,No lo conozco,No lo conozco,"Ni bien, ni mal","8,083","424,375","426,017",63,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Si desea contratar Períodos Garantizados","9,208","60,367",62.93,27,"11,396","53,589","55,396",11,"63,089",64.19,"66,087",6,"35,248","35,862",39.49,6,"41,642","43,229","46,799",6,0,0,"23,747",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name5} (Renta Temporal con Renta Vitalicia Diferida de 4 años),,4,3,2,1,b,Opción 11,"52,308","61,301","64,854",8,Opción 5,91.58,"96,907","98,423",8,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,"10,000",50% probabilidades de ganar  $1.080 and 50% probabilidades de ganar $540,,3,2,2,2,2,3,4,50000,50,4,,3565,1,4,4,3,2,,,532439,,,,6180,1080,0,100,treat1,treat3,0,0,,56,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1400,1200,900,500,100,0,50,0,0,0,0,0,0,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,treat1,treat3,,,
06/11/2018 07:35,06/11/2018 08:35,Dirección IP,163.247.79.155,100,3635,Verdadero,06/11/2018 08:35,R_3M9yLywDJgienkI,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",F,1957,nivel4,Universitaria completa,No,Sí,1955,0,Sigue viva,81-90,No,No,Convertir los fondos en una Renta Vitalicia,,Muy bueno,Muy bueno,Muy bueno,"la RV es constante en UF mientras viva y fallecer deja pensiones de sobevivencia  como porcentaje de la pension, el retiro programado se calcula en UF se recalcula anualmente, considerando las nuevas edades y tasas de retiro programado vigentes, al fallecer deja pensiones de sobrevivencia y si no existen beneficiarios deja herencia",Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,"Ni bien, ni mal",Lo conozco bien,Lo conozco bien,Lo conozco bien,"Ni bien, ni mal","Ni bien, ni mal",Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,"Ni bien, ni mal",Lo conozco bien,"Ni bien, ni mal","Ni bien, ni mal","6,468","468,742","472,234",77,Verdadero,Falso,"Su expectativa de vida,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual,Si desea contratar Períodos Garantizados","9,824","62,081",66.54,14,"35,824","37,105","64,137",2,0,0,"39,723",0,0,0,"54,714",0,0,0,"19,032",0,0,0,"19,467",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name1} (Renta Vitalicia),,4,1,2,3,b,Opción 2,"77,928","94,258","95,456",5,Opción 1,"27,797","36,725","45,803",3,"Ni de acuerdo, ni en desacuerdo",Totalmenteen desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,En desacuerdo,En desacuerdo,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,,,,Mucho mejor que el promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,10000,50% probabilidades de ganar  $2.160 and 50% probabilidades de ganar  $0,4,4,5,3,6,5,4,4,50000,50,4,,3635,2,4,2,3,2,,,6727588,,,,10060,2160,1500,1400,treat1,treat2,0,0,,61,Susana,Julieta,Claudia,Elena,Paulina,María,ella,Ella,marido,marido,cansada,delicada,contenta,beneficiario,0,1400,1500,1200,900,500,100,50,0,0,0,0,0,0,0,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,treat1,treat2,,,
06/11/2018 07:42,06/11/2018 08:36,Dirección IP,163.247.79.121,100,3224,Verdadero,06/11/2018 08:36,R_1j9hwLEIJeZZ6Oz,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1963,nivel2,Educación media completa o universitaria incompleta,No,Sí,1965,0,Sigue viva,Sigue vivo,No,No,Convertir los fondos en una Renta Vitalicia,,"Ni bueno, ni malo",Bueno,Malo,no se,Lo conozco bien,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,19.02,"78,315","79,219",64,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Su nivel de deuda actual","15,045","75,322","76,398",35,"4,698",21.73,"81,972",3,"5,004","5,026","44,332",2,0,0,"52,901",0,0,0,46.03,0,0,0,"15,132",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name5} (Renta Temporal con Renta Vitalicia Diferida de 4 años),,1,2,3,4,a,Opción 1,66.21,"132,914","133,794",5,Opción 1,"6,924","9,102","13,403",3,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mejor que el promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar  $1.080 and 50% probabilidades de ganar $540,5,5,5,Completamente preparado para tomar riesgos 10,Completamente preparado para tomar riesgos 10,6,6,2,50000,50,4,,3224,1,2,1,2,1,,,4660809,,,,8240,540,1500,1200,treat2,treat3,0,0,,55,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1200,1400,900,500,100,0,100,0,0,0,0,0,0,0,1200,1200,1500,1400,1200,1200,0,0,0,0,0,0,0,0,0,treat2,treat3,,,
06/11/2018 07:32,06/11/2018 08:37,Dirección IP,163.247.79.155,100,3902,Verdadero,06/11/2018 08:37,R_2ErXOLYi4wNAwxM,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1963,nivel3,Universitaria completa,No,No,,0,81-90,81-90,No,Sí,Convertir los fondos en un Retiro Programado,,"Ni bueno, ni malo","Ni bueno, ni malo","Ni bueno, ni malo",No se,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","17,976","133,825","134,834",62,Verdadero,Falso,"Su expectativa de vida,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia)","12,542","56,742","62,053",14,"2,691","2,691","6,028",1,"3,378","3,301","10,208",2,0,0,"2,432",0,0,0,"8,916",0,0,0,"9,301",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name3} (Retiro Programado 1),,4,1,3,2,b,Opción 4,"16,418","104,256","105,779",7,Opción 6,31.77,35.97,"36,958",4,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Más o menos igual al promedio,Totalmente de acuerdo,Más de $125.000.000,Menos de 20 años,10000,50%probabilidades de ganar  $1.800 and 50% probabilidades de ganar $180,6,6,6,6,6,6,1,3,50000,50,4,,3902,1,3,2,4,2,,,7731135,,,,7750,1800,900,50,control,treat3,0,0,,55,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1400,1200,900,100,500,50,0,0,0,0,0,0,0,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,control,treat3,,,
06/11/2018 07:36,06/11/2018 08:37,Dirección IP,163.247.79.155,100,3641,Verdadero,06/11/2018 08:37,R_25yLsScCoy5h86n,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1963,nivel4,Universitaria completa,No,Sí,1974,0,81-90,51-60,Sí,Sí,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,,Bueno,Bueno,Bueno,"En pocas palabras, la RVI se determina un valor de pension fijo sin  residual heredable. a diferencia del RP en que el monto de pension se recalcula año tras año y su residual es posible heredarlo.",Lo conozco bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",No lo conozco,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","7,526","262,711","263,777",62,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual,Si desea contratar Períodos Garantizados","58,538","90,768","91,888",17,17.64,17.64,"77,103",1,"25,687","82,937","141,158",4,0,0,"48,173",0,0,0,"39,164",0,0,0,"31,201",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name1} (Renta Vitalicia),,2,1,3,4,b,Opción 3,"11,248","119,818","121,802",9,Opción 1,"16,115",61.13,"62,221",19,De acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Dentro de 12 meses,,Hoy,,,,,,,,Dentro de 12 meses,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,Mucho mejor que el promedio,En desacuerdo,Más de $125.000.000,Menos de 20 años,5000,50% probabilidades de ganar  $1.080 and 50% probabilidades de ganar $540,7,2,7,5,1,1,6,4,50000,50,4,,3641,1,4,2,1,2,,,364513,,,,8480,1080,1200,1200,control,treat4,0,0,,55,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,1200,1200,1500,1400,1200,1200,0,0,0,0,0,0,0,0,0,control,treat4,,,
06/11/2018 07:48,06/11/2018 08:40,Dirección IP,163.247.79.121,100,3085,Verdadero,06/11/2018 08:40,R_3QEorqt8n1DqKxb,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",F,1960,nivel3,Educación media completa o universitaria incompleta,No,No,,0,81-90,61-70,No,Sí,Otro (por favor especifique),no se los conceptos,Muy malo,Muy malo,Muy malo,no se,"Ni bien, ni mal",No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,"10,959","73,438","74,799",64,Verdadero,Falso,"Su expectativa de vida,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia)","16,164","82,511","90,548",27,"34,497","34,497","49,001",1,"66,232","101,166","101,202",3,"34,998","52,449","52,965",7,"28,057","81,106",81.65,8,"26,148",30.01,"30,777",6,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name2} (Renta Temporal con Renta Vitalicia Diferida de 2 años),,1,2,4,3,b,Opción 11,"9,414","60,974","61,865",24,Opción 1,"15,066",32.7,36.07,15,Totalmenteen desacuerdo,De acuerdo,Totalmenteen desacuerdo,"Ni de acuerdo, ni en desacuerdo",Totalmenteen desacuerdo,De acuerdo,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Totalmente de acuerdo,No sabe/no contesta,Entre 20 y 30 años,10000,50% probabilidades de ganar  $1.080 and 50% probabilidades de ganar $540,1,1,1,5,5,5,5,3,50000,50,4,,3085,2,3,1,2,2,,,3355194,,,,7480,1080,0,1400,control,treat2,0,0,,58,Susana,Julieta,Claudia,Elena,Paulina,María,ella,Ella,marido,marido,cansada,delicada,contenta,beneficiario,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,1400,1400,1500,1400,1400,1400,0,0,0,0,0,0,0,0,0,control,treat2,,,
